timestamp,message
2026-02-24 15:44:06,simRun session log: results/run_logs/simrun_81210_1771947845738.log
2026-02-24 15:44:06,Starting new hub run: /home/webbnzhong/Modeling-E.-Coli---Evolution-Speed-VS-Fitness-git2/venv/bin/python3 /home/webbnzhong/Modeling-E.-Coli---Evolution-Speed-VS-Fitness-git2/hub_runner.py --results-root results --script simulation_entry.py --no-screen --screen-hold-seconds 0
2026-02-24 15:44:06,hub_runner raw log: results/run_logs/hub_runner_81210_1771947845741.log
2026-02-24 15:44:06,Press q to gracefully stop this hub run.
2026-02-24 15:44:06,New hub created: results/hub/hub_66
2026-02-24 15:44:15,[2026-02-24 15:44:15] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:09
2026-02-24 15:44:15,  running step=1 env_rate=0.5
2026-02-24 15:44:15,  running master=master_8101 sims=94 avg_1000_iter=0.94s avg_fps=1062.24 species_progress=314.0/8000 (3.92%) species_total=314.0 species_max=7.0 frames_max=7000
2026-02-24 15:44:25,[2026-02-24 15:44:25] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:19
2026-02-24 15:44:25,  running step=1 env_rate=0.5
2026-02-24 15:44:25,  running master=master_8101 sims=94 avg_1000_iter=0.95s avg_fps=1053.76 species_progress=1083.0/8000 (13.54%) species_total=1083.0 species_max=18.0 frames_max=21000
2026-02-24 15:44:35,[2026-02-24 15:44:35] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:29
2026-02-24 15:44:35,  running step=1 env_rate=0.5
2026-02-24 15:44:35,  running master=master_8101 sims=94 avg_1000_iter=0.95s avg_fps=1051.47 species_progress=1824.0/8000 (22.80%) species_total=1824.0 species_max=33.0 frames_max=40000
2026-02-24 15:44:45,[2026-02-24 15:44:45] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:39
2026-02-24 15:44:45,  running step=1 env_rate=0.5
2026-02-24 15:44:45,  running master=master_8101 sims=94 avg_1000_iter=0.96s avg_fps=1039.05 species_progress=2531.0/8000 (31.64%) species_total=2531.0 species_max=42.0 frames_max=52000
2026-02-24 15:44:55,[2026-02-24 15:44:55] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:49
2026-02-24 15:44:55,  running step=1 env_rate=0.5
2026-02-24 15:44:55,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1034.72 species_progress=3265.0/8000 (40.81%) species_total=3265.0 species_max=52.0 frames_max=70000
2026-02-24 15:45:05,[2026-02-24 15:45:05] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:59
2026-02-24 15:45:05,  running step=1 env_rate=0.5
2026-02-24 15:45:05,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1031.53 species_progress=3985.0/8000 (49.81%) species_total=3985.0 species_max=66.0 frames_max=87000
2026-02-24 15:45:15,[2026-02-24 15:45:15] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:09
2026-02-24 15:45:15,  running step=1 env_rate=0.5
2026-02-24 15:45:15,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1031.67 species_progress=4702.0/8000 (58.77%) species_total=4702.0 species_max=80.0 frames_max=107000
2026-02-24 15:45:25,[2026-02-24 15:45:25] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:19
2026-02-24 15:45:25,  running step=1 env_rate=0.5
2026-02-24 15:45:25,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1033.97 species_progress=5448.0/8000 (68.10%) species_total=5448.0 species_max=92.0 frames_max=124000
2026-02-24 15:45:35,[2026-02-24 15:45:35] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:29
2026-02-24 15:45:35,  running step=1 env_rate=0.5
2026-02-24 15:45:35,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1033.50 species_progress=6157.0/8000 (76.96%) species_total=6157.0 species_max=101.0 frames_max=134000
2026-02-24 15:45:45,[2026-02-24 15:45:45] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:39
2026-02-24 15:45:45,  running step=1 env_rate=0.5
2026-02-24 15:45:45,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1033.44 species_progress=6875.0/8000 (85.94%) species_total=6875.0 species_max=108.0 frames_max=144000
2026-02-24 15:45:55,[2026-02-24 15:45:55] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:49
2026-02-24 15:45:55,  running step=1 env_rate=0.5
2026-02-24 15:45:55,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1034.30 species_progress=7599.0/8000 (94.99%) species_total=7599.0 species_max=115.0 frames_max=156000
2026-02-24 15:46:05,[2026-02-24 15:46:05] [UPDATE] hub_66 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:59
2026-02-24 15:46:05,  running step=1 env_rate=0.5
2026-02-24 15:46:05,  running master=master_8101 sims=94 avg_1000_iter=0.97s avg_fps=1033.38 species_progress=8176.0/8000 (102.20%) species_total=8176.0 species_max=122.0 frames_max=163200
2026-02-24 15:46:15,[2026-02-24 15:46:15] [UPDATE] hub_66 status=running progress=1/201 (0.50%) ok=1 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:09
2026-02-24 15:46:15,  running step=2 env_rate=0.51
2026-02-24 15:46:15,  running master=master_8102 sims=94 avg_1000_iter=0.95s avg_fps=1057.34 species_progress=432.0/8000 (5.40%) species_total=432.0 species_max=7.0 frames_max=8000
2026-02-24 15:46:15,"  last step=1 status=ok env_rate=0.5 master=8101 r2=0.1728 apex=(0.155,2216)"
2026-02-24 15:46:25,[2026-02-24 15:46:25] [UPDATE] hub_66 status=running progress=1/201 (0.50%) ok=1 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:19
2026-02-24 15:46:25,  running step=2 env_rate=0.51
2026-02-24 15:46:25,  running master=master_8102 sims=94 avg_1000_iter=0.96s avg_fps=1039.10 species_progress=1125.0/8000 (14.06%) species_total=1125.0 species_max=18.0 frames_max=23000
2026-02-24 15:46:25,"  last step=1 status=ok env_rate=0.5 master=8101 r2=0.1728 apex=(0.155,2216)"
2026-02-24 15:46:35,[2026-02-24 15:46:35] [UPDATE] hub_66 status=running progress=1/201 (0.50%) ok=1 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:29
2026-02-24 15:46:35,  running step=2 env_rate=0.51
2026-02-24 15:46:36,  running master=master_8102 sims=94 avg_1000_iter=0.96s avg_fps=1040.85 species_progress=1820.0/8000 (22.75%) species_total=1820.0 species_max=31.0 frames_max=41000
2026-02-24 15:46:36,"  last step=1 status=ok env_rate=0.5 master=8101 r2=0.1728 apex=(0.155,2216)"
2026-02-24 15:46:46,[2026-02-24 15:46:46] [UPDATE] hub_66 status=running progress=1/201 (0.50%) ok=1 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:39
2026-02-24 15:46:46,  running step=2 env_rate=0.51
2026-02-24 15:46:46,  running master=master_8102 sims=94 avg_1000_iter=0.97s avg_fps=1035.74 species_progress=2512.0/8000 (31.40%) species_total=2512.0 species_max=38.0 frames_max=52000
2026-02-24 15:46:46,"  last step=1 status=ok env_rate=0.5 master=8101 r2=0.1728 apex=(0.155,2216)"
2026-02-24 15:46:56,[2026-02-24 15:46:56] [UPDATE] hub_66 status=running progress=1/201 (0.50%) ok=1 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:49
