timestamp,message
2026-02-24 21:12:32,simRun session log: results/run_logs/simrun_2538_1771967551482.log
2026-02-24 21:12:32,Starting new hub run: /home/webbnzhong/Modeling-E.-Coli---Evolution-Speed-VS-Fitness-git2/venv/bin/python3 /home/webbnzhong/Modeling-E.-Coli---Evolution-Speed-VS-Fitness-git2/hub_runner.py --results-root results --script simulation_entry.py --no-screen --screen-hold-seconds 0
2026-02-24 21:12:32,hub_runner raw log: results/run_logs/hub_runner_2538_1771967551484.log
2026-02-24 21:12:32,Press q to gracefully stop this hub run.
2026-02-24 21:12:32,New hub created: results/hub/hub_68
2026-02-24 21:12:41,[2026-02-24 21:12:41] [UPDATE] hub_68 status=running progress=0/201 (0.00%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:08
2026-02-24 21:12:41,  estimate remaining=55:43:51 total=55:43:59 finish_at=2026-02-27 04:56:32
2026-02-24 21:12:41,  running step=1 env_rate=0.5
2026-02-24 21:12:41,  running master=master_8503 sims=94 avg_1000_iter=0.81s avg_fps=1237.91 species_progress=174.0/20000 (0.87%) species_total=174.0 species_max=4.0 frames_max=6000
2026-02-24 21:12:51,[2026-02-24 21:12:51] [UPDATE] hub_68 status=running progress=0/201 (0.02%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:18
2026-02-24 21:12:51,  estimate remaining=26:47:25 total=26:47:44 finish_at=2026-02-26 00:00:17
2026-02-24 21:12:51,  running step=1 env_rate=0.5
2026-02-24 21:12:51,  running master=master_8503 sims=94 avg_1000_iter=0.88s avg_fps=1135.67 species_progress=779.0/20000 (3.90%) species_total=779.0 species_max=16.0 frames_max=24000
2026-02-24 21:13:01,[2026-02-24 21:13:01] [UPDATE] hub_68 status=running progress=0/201 (0.03%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:28
2026-02-24 21:13:01,  estimate remaining=23:50:22 total=23:50:51 finish_at=2026-02-25 21:03:24
2026-02-24 21:13:01,  running step=1 env_rate=0.5
2026-02-24 21:13:01,  running master=master_8503 sims=94 avg_1000_iter=0.89s avg_fps=1117.67 species_progress=1344.0/20000 (6.72%) species_total=1344.0 species_max=23.0 frames_max=39000
2026-02-24 21:13:11,[2026-02-24 21:13:11] [UPDATE] hub_68 status=running progress=0/201 (0.05%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:38
2026-02-24 21:13:11,  estimate remaining=22:36:38 total=22:37:17 finish_at=2026-02-25 19:49:50
2026-02-24 21:13:11,  running step=1 env_rate=0.5
2026-02-24 21:13:11,  running master=master_8503 sims=94 avg_1000_iter=0.90s avg_fps=1115.23 species_progress=1911.0/20000 (9.55%) species_total=1911.0 species_max=29.0 frames_max=52000
2026-02-24 21:13:21,[2026-02-24 21:13:21] [UPDATE] hub_68 status=running progress=0/201 (0.06%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:48
2026-02-24 21:13:21,  estimate remaining=21:59:16 total=22:00:05 finish_at=2026-02-25 19:12:38
2026-02-24 21:13:21,  running step=1 env_rate=0.5
2026-02-24 21:13:21,  running master=master_8503 sims=94 avg_1000_iter=0.90s avg_fps=1109.57 species_progress=2473.0/20000 (12.37%) species_total=2473.0 species_max=36.0 frames_max=62000
2026-02-24 21:13:31,[2026-02-24 21:13:31] [UPDATE] hub_68 status=running progress=0/201 (0.08%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:00:58
2026-02-24 21:13:31,  estimate remaining=21:26:22 total=21:27:21 finish_at=2026-02-25 18:39:53
2026-02-24 21:13:31,  running step=1 env_rate=0.5
2026-02-24 21:13:31,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1104.73 species_progress=3057.0/20000 (15.29%) species_total=3057.0 species_max=43.0 frames_max=76000
2026-02-24 21:13:41,[2026-02-24 21:13:41] [UPDATE] hub_68 status=running progress=0/201 (0.09%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:08
2026-02-24 21:13:41,  estimate remaining=21:11:37 total=21:12:46 finish_at=2026-02-25 18:25:19
2026-02-24 21:13:41,  running step=1 env_rate=0.5
2026-02-24 21:13:41,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1102.48 species_progress=3620.0/20000 (18.10%) species_total=3620.0 species_max=49.0 frames_max=88000
2026-02-24 21:13:51,[2026-02-24 21:13:51] [UPDATE] hub_68 status=running progress=0/201 (0.10%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:18
2026-02-24 21:13:51,  estimate remaining=21:00:34 total=21:01:52 finish_at=2026-02-25 18:14:25
2026-02-24 21:13:51,  running step=1 env_rate=0.5
2026-02-24 21:13:51,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1101.19 species_progress=4183.0/20000 (20.91%) species_total=4183.0 species_max=55.0 frames_max=98000
2026-02-24 21:14:01,[2026-02-24 21:14:01] [UPDATE] hub_68 status=running progress=0/201 (0.12%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:28
2026-02-24 21:14:01,  estimate remaining=20:49:12 total=20:50:41 finish_at=2026-02-25 18:03:14
2026-02-24 21:14:01,  running step=1 env_rate=0.5
2026-02-24 21:14:01,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1099.23 species_progress=4757.0/20000 (23.79%) species_total=4757.0 species_max=62.0 frames_max=110000
2026-02-24 21:14:11,[2026-02-24 21:14:11] [UPDATE] hub_68 status=running progress=0/201 (0.13%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:38
2026-02-24 21:14:11,  estimate remaining=20:43:54 total=20:45:33 finish_at=2026-02-25 17:58:06
2026-02-24 21:14:11,  running step=1 env_rate=0.5
2026-02-24 21:14:11,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1097.52 species_progress=5316.0/20000 (26.58%) species_total=5316.0 species_max=71.0 frames_max=129000
2026-02-24 21:14:21,[2026-02-24 21:14:21] [UPDATE] hub_68 status=running progress=0/201 (0.15%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:48
2026-02-24 21:14:21,  estimate remaining=20:40:01 total=20:41:50 finish_at=2026-02-25 17:54:23
2026-02-24 21:14:21,  running step=1 env_rate=0.5
2026-02-24 21:14:21,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1097.01 species_progress=5873.0/20000 (29.36%) species_total=5873.0 species_max=85.0 frames_max=150000
2026-02-24 21:14:31,[2026-02-24 21:14:31] [UPDATE] hub_68 status=running progress=0/201 (0.16%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:01:58
2026-02-24 21:14:31,  estimate remaining=20:34:32 total=20:36:31 finish_at=2026-02-25 17:49:04
2026-02-24 21:14:31,  running step=1 env_rate=0.5
2026-02-24 21:14:31,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1096.47 species_progress=6441.0/20000 (32.20%) species_total=6441.0 species_max=97.0 frames_max=170000
2026-02-24 21:14:41,[2026-02-24 21:14:41] [UPDATE] hub_68 status=running progress=0/201 (0.17%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:08
2026-02-24 21:14:41,  estimate remaining=20:28:22 total=20:30:31 finish_at=2026-02-25 17:43:04
2026-02-24 21:14:41,  running step=1 env_rate=0.5
2026-02-24 21:14:41,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1095.80 species_progress=7018.0/20000 (35.09%) species_total=7018.0 species_max=107.0 frames_max=186000
2026-02-24 21:14:51,[2026-02-24 21:14:51] [UPDATE] hub_68 status=running progress=0/201 (0.19%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:18
2026-02-24 21:14:51,  estimate remaining=20:26:11 total=20:28:30 finish_at=2026-02-25 17:41:02
2026-02-24 21:14:51,  running step=1 env_rate=0.5
2026-02-24 21:14:51,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1094.80 species_progress=7576.0/20000 (37.88%) species_total=7576.0 species_max=111.0 frames_max=197000
2026-02-24 21:15:01,[2026-02-24 21:15:01] [UPDATE] hub_68 status=running progress=0/201 (0.20%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:28
2026-02-24 21:15:01,  estimate remaining=20:24:51 total=20:27:19 finish_at=2026-02-25 17:39:52
2026-02-24 21:15:01,  running step=1 env_rate=0.5
2026-02-24 21:15:01,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1094.74 species_progress=8130.0/20000 (40.65%) species_total=8130.0 species_max=114.0 frames_max=208000
2026-02-24 21:15:11,[2026-02-24 21:15:11] [UPDATE] hub_68 status=running progress=0/201 (0.22%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:38
2026-02-24 21:15:11,  estimate remaining=20:20:36 total=20:23:15 finish_at=2026-02-25 17:35:48
2026-02-24 21:15:11,  running step=1 env_rate=0.5
2026-02-24 21:15:11,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1094.06 species_progress=8706.0/20000 (43.53%) species_total=8706.0 species_max=119.0 frames_max=219000
2026-02-24 21:15:21,[2026-02-24 21:15:21] [UPDATE] hub_68 status=running progress=0/201 (0.23%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:48
2026-02-24 21:15:21,  estimate remaining=20:15:50 total=20:18:39 finish_at=2026-02-25 17:31:12
2026-02-24 21:15:21,  running step=1 env_rate=0.5
2026-02-24 21:15:21,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1093.71 species_progress=9290.0/20000 (46.45%) species_total=9290.0 species_max=126.0 frames_max=229000
2026-02-24 21:15:31,[2026-02-24 21:15:31] [UPDATE] hub_68 status=running progress=0/201 (0.25%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:02:58
2026-02-24 21:15:31,  estimate remaining=20:13:57 total=20:16:56 finish_at=2026-02-25 17:29:28
2026-02-24 21:15:31,  running step=1 env_rate=0.5
2026-02-24 21:15:31,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1093.56 species_progress=9855.0/20000 (49.27%) species_total=9855.0 species_max=132.0 frames_max=240000
2026-02-24 21:15:41,[2026-02-24 21:15:41] [UPDATE] hub_68 status=running progress=0/201 (0.26%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:03:09
2026-02-24 21:15:41,  estimate remaining=20:10:52 total=20:14:01 finish_at=2026-02-25 17:26:34
2026-02-24 21:15:41,  running step=1 env_rate=0.5
2026-02-24 21:15:41,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1093.44 species_progress=10432.0/20000 (52.16%) species_total=10432.0 species_max=138.0 frames_max=251000
2026-02-24 21:15:51,[2026-02-24 21:15:51] [UPDATE] hub_68 status=running progress=0/201 (0.27%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:03:19
2026-02-24 21:15:51,  estimate remaining=20:08:05 total=20:11:24 finish_at=2026-02-25 17:23:57
2026-02-24 21:15:51,  running step=1 env_rate=0.5
2026-02-24 21:15:51,  running master=master_8503 sims=94 avg_1000_iter=0.91s avg_fps=1093.31 species_progress=11009.0/20000 (55.05%) species_total=11009.0 species_max=145.0 frames_max=261000
2026-02-24 21:16:01,[2026-02-24 21:16:01] [UPDATE] hub_68 status=running progress=0/201 (0.29%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:03:29
2026-02-24 21:16:01,  estimate remaining=20:06:17 total=20:09:46 finish_at=2026-02-25 17:22:18
2026-02-24 21:16:01,  running step=1 env_rate=0.5
