timestamp,message
2026-03-26 20:59:53,  running master=master_9375 sims=94 avg_1000_iter=1.25s avg_fps=801.47 species_progress=13145.0/50000 (26.29%) species_total=13145.0 species_max=259.0 frames_max=347000
2026-03-26 21:00:03,[2026-03-26 21:00:03] [UPDATE] hub_76 status=running progress=0/201 (0.14%) ok=0 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:04:07
2026-03-26 21:00:03,  estimate remaining=50:24:53 total=50:29:01 finish_at=2026-03-28 23:24:56
2026-03-26 21:00:03,  running step=1 env_rate=0.5
2026-03-26 21:00:03,  running master=master_9375 sims=94 avg_1000_iter=1.25s avg_fps=800.72 species_progress=13701.0/50000 (27.40%) species_total=13701.0 species_max=268.0 frames_max=360000
2026-03-26 21:00:07,[2026-03-26 21:00:07] q pressed: requested graceful hub shutdown
2026-03-26 21:00:09,[2026-03-26 21:00:09] [FINAL] hub_76 status=aborted_by_user progress=1/201 (0.50%) ok=0 failed=0 stopped=0 no_master=0 aborted=1 elapsed=00:04:13
2026-03-26 21:00:09,  estimate remaining=14:05:58 total=14:10:12 finish_at=2026-03-27 11:06:08
2026-03-26 21:00:09,  last step=1 status=aborted env_rate=0.5
2026-03-26 21:00:09,Hub directory: results/hub/hub_76
