timestamp,message
2026-02-26 04:56:28,  running step=5 env_rate=2.5
2026-02-26 04:56:28,  running master=master_9173 sims=94 avg_1000_iter=0.81s avg_fps=1241.12 species_progress=1913.0/20000 (9.56%) species_total=1913.0 species_max=32.0 frames_max=51000
2026-02-26 04:56:28,"  last step=4 status=ok env_rate=2 master=9172 r2=0.6860 apex=(0.138,2497)"
2026-02-26 04:56:38,[2026-02-26 04:56:38] [UPDATE] hub_74 status=completed progress=5/5 (100.00%) ok=5 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:13:49
2026-02-26 04:56:38,  estimate remaining=00:00:00 total=00:13:49 finish_at=2026-02-26 04:56:38
2026-02-26 04:56:38,"  last step=5 status=ok env_rate=2.5 master=9173 r2=0.2424 apex=(0.284,1782)"
2026-02-26 04:56:40,[2026-02-26 04:56:40] [FINAL] hub_74 status=completed progress=5/5 (100.00%) ok=5 failed=0 stopped=0 no_master=0 aborted=0 elapsed=00:13:51
2026-02-26 04:56:40,  estimate remaining=00:00:00 total=00:13:51 finish_at=2026-02-26 04:56:40
2026-02-26 04:56:40,"  last step=5 status=ok env_rate=2.5 master=9173 r2=0.2424 apex=(0.284,1782)"
2026-02-26 04:56:40,Hub directory: results/hub/hub_74
